family,seed,scope,collector,partition,regime,case,age,declared_case_count,episode_weighted_agreement,episode_weighted_centered_mse,episode_weighted_first_argmin_match,episode_weighted_raw_gap,episodes,nonquery_rows,supported_case_count,supported_cases,supported_episode_agreement,supported_episode_centered_mse,supported_episode_raw_gap,supported_episodes,weight_mass,zero_support_cases,zero_support_episode_ids
hold,,full,all,regime,lambda4,,2,6,0.3282937905981159,0.32775345717180326,0.3282937905981159,0.4305850434451678,18,2291,6,"[{""case"":0,""regime"":""lambda4""},{""case"":1,""regime"":""lambda4""},{""case"":2,""regime"":""lambda4""},{""case"":3,""regime"":""lambda4""},{""case"":4,""regime"":""lambda4""},{""case"":5,""regime"":""lambda4""}]",0.4545606331358528,0.4538124791609584,0.596194675539463,13,0.7222222222222222,[],"[""valid:lambda4:274000002:neural"",""valid:lambda4:274000002:analytic"",""valid:lambda4:274000003:analytic"",""valid:lambda4:274000006:period4_hold"",""valid:lambda4:274000006:neural""]"
hold,,full,all,regime,lambda4,,3,6,0.16485016809645117,0.4220544731263184,0.16485016809645117,0.6724924546705059,18,2288,6,"[{""case"":0,""regime"":""lambda4""},{""case"":1,""regime"":""lambda4""},{""case"":2,""regime"":""lambda4""},{""case"":3,""regime"":""lambda4""},{""case"":4,""regime"":""lambda4""},{""case"":5,""regime"":""lambda4""}]",0.22825407890277855,0.5843831166364408,0.9311433987745465,13,0.7222222222222222,[],"[""valid:lambda4:274000002:neural"",""valid:lambda4:274000002:analytic"",""valid:lambda4:274000003:analytic"",""valid:lambda4:274000006:period4_hold"",""valid:lambda4:274000006:neural""]"
hold,,full,all,case,lambda3,0,all,1,0.353172184982057,0.40531350900607754,0.353172184982057,0.5674562195448508,3,1659,1,"[{""case"":0,""regime"":""lambda3""}]",0.353172184982057,0.40531350900607754,0.5674562195448508,3,1.0,[],[]
hold,,full,all,case,lambda3,0,1,1,0.23319114361161894,0.19323711485566833,0.23319114361161894,0.37791913584337805,3,553,1,"[{""case"":0,""regime"":""lambda3""}]",0.23319114361161894,0.19323711485566833,0.37791913584337805,3,1.0,[],[]
hold,,full,all,case,lambda3,0,2,1,0.6041031891123299,0.41939044370345147,0.6041031891123299,0.37508515158538386,3,553,1,"[{""case"":0,""regime"":""lambda3""}]",0.6041031891123299,0.41939044370345147,0.37508515158538386,3,1.0,[],[]
hold,,full,all,case,lambda3,0,3,1,0.2222222222222222,0.6033129684591128,0.2222222222222222,0.9493643712057903,3,553,1,"[{""case"":0,""regime"":""lambda3""}]",0.2222222222222222,0.6033129684591128,0.9493643712057903,3,1.0,[],[]
hold,,full,all,case,lambda3,1,all,1,0.18888888888888888,0.22471893414195301,0.18888888888888888,0.43870734373728437,3,22,1,"[{""case"":1,""regime"":""lambda3""}]",0.18888888888888888,0.22471893414195301,0.43870734373728437,3,1.0,[],[]
hold,,full,all,case,lambda3,1,1,1,0.4166666666666667,0.09149865797562502,0.4166666666666667,0.15152351061503092,3,8,1,"[{""case"":1,""regime"":""lambda3""}]",0.4166666666666667,0.09149865797562502,0.15152351061503092,3,1.0,[],[]
hold,,full,all,case,lambda3,1,2,1,0.0,0.34917246445638267,0.0,0.45211291313171387,3,8,1,"[{""case"":1,""regime"":""lambda3""}]",0.0,0.34917246445638267,0.45211291313171387,3,1.0,[],[]
hold,,full,all,case,lambda3,1,3,1,0.08333333333333333,0.22836145678885936,0.08333333333333333,0.9459103345870972,3,6,1,"[{""case"":1,""regime"":""lambda3""}]",0.08333333333333333,0.22836145678885936,0.9459103345870972,3,1.0,[],[]
hold,,full,all,case,lambda3,2,all,1,0.09993906154783667,0.4338239335433774,0.09993906154783667,1.164098182539133,3,1647,1,"[{""case"":2,""regime"":""lambda3""}]",0.09993906154783667,0.4338239335433774,1.164098182539133,3,1.0,[],[]
hold,,full,all,case,lambda3,2,1,1,0.1639244363193175,0.2033744528699568,0.1639244363193175,0.8048704004665469,3,549,1,"[{""case"":2,""regime"":""lambda3""}]",0.1639244363193175,0.2033744528699568,0.8048704004665469,3,1.0,[],[]
hold,,full,all,case,lambda3,2,2,1,0.13589274832419257,0.4469262804866409,0.13589274832419257,1.0757789667752513,3,549,1,"[{""case"":2,""regime"":""lambda3""}]",0.13589274832419257,0.4469262804866409,1.0757789667752513,3,1.0,[],[]
hold,,full,all,case,lambda3,2,3,1,0.0,0.6511710672735346,0.0,1.6116451803756007,3,549,1,"[{""case"":2,""regime"":""lambda3""}]",0.0,0.6511710672735346,1.6116451803756007,3,1.0,[],[]
hold,,full,all,case,lambda3,3,all,1,0.7063522676830295,0.07864357776631574,0.7063522676830295,0.10496847239390374,3,268,1,"[{""case"":3,""regime"":""lambda3""}]",0.7063522676830295,0.07864357776631574,0.10496847239390374,3,1.0,[],[]
hold,,full,all,case,lambda3,3,1,1,0.8110177404295053,0.02455935342031983,0.8110177404295053,0.040616940249915884,3,90,1,"[{""case"":3,""regime"":""lambda3""}]",0.8110177404295053,0.02455935342031983,0.040616940249915884,3,1.0,[],[]
hold,,full,all,case,lambda3,3,2,1,0.661484593837535,0.0847663382093408,0.661484593837535,0.11002538170801157,3,89,1,"[{""case"":3,""regime"":""lambda3""}]",0.661484593837535,0.0847663382093408,0.11002538170801157,3,1.0,[],[]
hold,,full,all,case,lambda3,3,3,1,0.6445378151260505,0.12733224798668055,0.6445378151260505,0.16583443796601283,3,89,1,"[{""case"":3,""regime"":""lambda3""}]",0.6445378151260505,0.12733224798668055,0.16583443796601283,3,1.0,[],[]
hold,,full,all,case,lambda3,4,all,1,0.05565711964249442,0.32345026017002787,0.05565711964249442,0.43605213699945217,3,1643,1,"[{""case"":4,""regime"":""lambda3""}]",0.05565711964249442,0.32345026017002787,0.43605213699945217,3,1.0,[],[]
hold,,full,all,case,lambda3,4,1,1,0.001218769043266301,0.1856354311677433,0.001218769043266301,0.33953499837592926,3,549,1,"[{""case"":4,""regime"":""lambda3""}]",0.001218769043266301,0.1856354311677433,0.33953499837592926,3,1.0,[],[]
hold,,full,all,case,lambda3,4,2,1,0.16575258988421696,0.27519174994967793,0.16575258988421696,0.30211888138365994,3,547,1,"[{""case"":4,""regime"":""lambda3""}]",0.49725776965265084,0.8255752498490337,0.9063566441509798,1,0.3333333333333333,[],"[""valid:lambda3:273000005:neural"",""valid:lambda3:273000005:analytic""]"
hold,,full,all,case,lambda3,4,3,1,0.0,0.35561248322507044,0.0,0.6138330060922831,3,547,1,"[{""case"":4,""regime"":""lambda3""}]",0.0,1.0668374496752113,1.8414990182768491,1,0.3333333333333333,[],"[""valid:lambda3:273000005:neural"",""valid:lambda3:273000005:analytic""]"
hold,,full,all,case,lambda3,5,all,1,0.2863285066210112,0.5683090804380132,0.2863285066210112,0.8122721259722163,3,1673,1,"[{""case"":5,""regime"":""lambda3""}]",0.2863285066210112,0.5683090804380132,0.8122721259722163,3,1.0,[],[]
hold,,full,all,case,lambda3,5,1,1,0.6136908389193582,0.10809196280837335,0.6136908389193582,0.18680356827882547,3,558,1,"[{""case"":5,""regime"":""lambda3""}]",0.6136908389193582,0.10809196280837335,0.18680356827882547,3,1.0,[],[]
hold,,full,all,case,lambda3,5,2,1,0.11293926467601056,0.5709550458957271,0.11293926467601056,1.0787830925171826,3,558,1,"[{""case"":5,""regime"":""lambda3""}]",0.11293926467601056,0.5709550458957271,1.0787830925171826,3,1.0,[],[]
hold,,full,all,case,lambda3,5,3,1,0.13949827341052204,1.0356683997068388,0.13949827341052204,1.1826425692716944,3,557,1,"[{""case"":5,""regime"":""lambda3""}]",0.13949827341052204,1.0356683997068388,1.1826425692716944,3,1.0,[],[]
hold,,full,all,case,lambda4,0,all,1,0.48428871284447156,0.38600726951573194,0.48428871284447156,0.5362271163374643,3,1684,1,"[{""case"":0,""regime"":""lambda4""}]",0.48428871284447156,0.38600726951573194,0.5362271163374643,3,1.0,[],[]
hold,,full,all,case,lambda4,0,1,1,0.6472340713656984,0.16716914989368928,0.6472340713656984,0.39106829936926185,3,562,1,"[{""case"":0,""regime"":""lambda4""}]",0.6472340713656984,0.16716914989368928,0.39106829936926185,3,1.0,[],[]
hold,,full,all,case,lambda4,0,2,1,0.4875076173065204,0.43106019393305267,0.4875076173065204,0.4243338436414961,3,561,1,"[{""case"":0,""regime"":""lambda4""}]",0.4875076173065204,0.43106019393305267,0.4243338436414961,3,1.0,[],[]
hold,,full,all,case,lambda4,0,3,1,0.307383709120455,0.5616427882168634,0.307383709120455,0.7944554766455051,3,561,1,"[{""case"":0,""regime"":""lambda4""}]",0.307383709120455,0.5616427882168634,0.7944554766455051,3,1.0,[],[]
hold,,full,all,case,lambda4,1,all,1,0.10806418850294536,0.354156339044529,0.10806418850294536,0.492770097736612,3,1643,1,"[{""case"":1,""regime"":""lambda4""}]",0.10806418850294536,0.354156339044529,0.492770097736612,3,1.0,[],[]
hold,,full,all,case,lambda4,1,1,1,0.16453382084095064,0.16905950771238923,0.16453382084095064,0.37794924828426496,3,549,1,"[{""case"":1,""regime"":""lambda4""}]",0.16453382084095064,0.16905950771238923,0.37794924828426496,3,1.0,[],[]
hold,,full,all,case,lambda4,1,2,1,0.15965874466788543,0.34793855723112305,0.15965874466788543,0.34316093713898693,3,547,1,"[{""case"":1,""regime"":""lambda4""}]",0.4789762340036563,1.043815671693369,1.0294828114169607,1,0.3333333333333333,[],"[""valid:lambda4:274000002:neural"",""valid:lambda4:274000002:analytic""]"
hold,,full,all,case,lambda4,1,3,1,0.0,0.4687179409635977,0.0,0.6783986348048133,3,547,1,"[{""case"":1,""regime"":""lambda4""}]",0.0,1.406153822890793,2.03519590441444,1,0.3333333333333333,[],"[""valid:lambda4:274000002:neural"",""valid:lambda4:274000002:analytic""]"
hold,,full,all,case,lambda4,2,all,1,0.10278285598212472,0.420949777246513,0.10278285598212472,0.7452822842298668,3,1645,1,"[{""case"":2,""regime"":""lambda4""}]",0.10278285598212472,0.420949777246513,0.7452822842298668,3,1.0,[],[]
hold,,full,all,case,lambda4,2,1,1,0.15965874466788543,0.19678224775270015,0.15965874466788543,0.4408897205796785,3,549,1,"[{""case"":2,""regime"":""lambda4""}]",0.15965874466788543,0.19678224775270015,0.4408897205796785,3,1.0,[],[]
hold,,full,all,case,lambda4,2,2,1,0.14868982327848873,0.3976753379891714,0.14868982327848873,0.6408523660400595,3,548,1,"[{""case"":2,""regime"":""lambda4""}]",0.2230347349177331,0.5965130069837571,0.9612785490600892,2,0.6666666666666666,[],"[""valid:lambda4:274000003:analytic""]"
hold,,full,all,case,lambda4,2,3,1,0.0,0.5899713720147215,0.0,1.1541041302869843,3,548,1,"[{""case"":2,""regime"":""lambda4""}]",0.0,0.8849570580220822,1.7311561954304766,2,0.6666666666666666,[],"[""valid:lambda4:274000003:analytic""]"
hold,,full,all,case,lambda4,3,all,1,0.44491725768321516,0.20417969774406933,0.44491725768321516,0.3306124483721758,3,82,1,"[{""case"":3,""regime"":""lambda4""}]",0.44491725768321516,0.20417969774406933,0.3306124483721758,3,1.0,[],[]
hold,,full,all,case,lambda4,3,1,1,0.5779761904761904,0.08683929536516544,0.5779761904761904,0.17681128524598622,3,28,1,"[{""case"":3,""regime"":""lambda4""}]",0.5779761904761904,0.08683929536516544,0.17681128524598622,3,1.0,[],[]
hold,,full,all,case,lambda4,3,2,1,0.5095238095238095,0.21582536692093368,0.5095238095238095,0.3459409018357595,3,28,1,"[{""case"":3,""regime"":""lambda4""}]",0.5095238095238095,0.21582536692093368,0.3459409018357595,3,1.0,[],[]
hold,,full,all,case,lambda4,3,3,1,0.2333333333333333,0.31762665499876525,0.2333333333333333,0.47993262079026966,3,26,1,"[{""case"":3,""regime"":""lambda4""}]",0.2333333333333333,0.31762665499876525,0.47993262079026966,3,1.0,[],[]
hold,,full,all,case,lambda4,4,all,1,0.6098073276037906,0.35707213845899904,0.6098073276037906,0.4771710925397596,3,1817,1,"[{""case"":4,""regime"":""lambda4""}]",0.6098073276037906,0.35707213845899904,0.4771710925397596,3,1.0,[],[]
hold,,full,all,case,lambda4,4,1,1,0.7149304648733351,0.14411763110294093,0.7149304648733351,0.31479341877864214,3,607,1,"[{""case"":4,""regime"":""lambda4""}]",0.7149304648733351,0.14411763110294093,0.31479341877864214,3,1.0,[],[]
hold,,full,all,case,lambda4,4,2,1,0.6643827488119913,0.3882614681202339,0.6643827488119913,0.40516282099297624,3,605,1,"[{""case"":4,""regime"":""lambda4""}]",0.6643827488119913,0.3882614681202339,0.40516282099297624,3,1.0,[],[]
hold,,full,all,case,lambda4,4,3,1,0.4483839661249187,0.5398313555843611,0.4483839661249187,0.7127772927212117,3,605,1,"[{""case"":4,""regime"":""lambda4""}]",0.4483839661249187,0.5398313555843611,0.7127772927212117,3,1.0,[],[]
hold,,full,all,case,lambda4,5,all,1,0.06666666666666667,0.10385439673108483,0.06666666666666667,0.21268113454182944,3,5,1,"[{""case"":5,""regime"":""lambda4""}]",0.2,0.3115631901932545,0.6380434036254883,1,0.3333333333333333,[],"[""valid:lambda4:274000006:period4_hold"",""valid:lambda4:274000006:neural""]"
hold,,full,all,case,lambda4,5,1,1,0.16666666666666666,0.04660780950160633,0.16666666666666666,1.5894571940104166e-07,3,2,1,"[{""case"":5,""regime"":""lambda4""}]",0.5,0.139823428504819,4.76837158203125e-07,1,0.3333333333333333,[],"[""valid:lambda4:274000006:period4_hold"",""valid:lambda4:274000006:neural""]"
hold,,full,all,case,lambda4,5,2,1,0.0,0.18575981883630513,0.0,0.4240593910217285,3,2,1,"[{""case"":5,""regime"":""lambda4""}]",0.0,0.5572794565089154,1.2721781730651855,1,0.3333333333333333,[],"[""valid:lambda4:274000006:period4_hold"",""valid:lambda4:274000006:neural""]"
hold,,full,all,case,lambda4,5,3,1,0.0,0.05453672697960125,0.0,0.2152865727742513,3,1,1,"[{""case"":5,""regime"":""lambda4""}]",0.0,0.16361018093880375,0.6458597183227539,1,0.3333333333333333,[],"[""valid:lambda4:274000006:period4_hold"",""valid:lambda4:274000006:neural""]"
hold,,postcorrection,all,overall,,,all,12,0.3249250960034204,0.31739512470448406,0.3249250960034204,0.42275724743200904,36,13696,12,"[{""case"":0,""regime"":""lambda3""},{""case"":1,""regime"":""lambda3""},{""case"":2,""regime"":""lambda3""},{""case"":3,""regime"":""lambda3""},{""case"":4,""regime"":""lambda3""},{""case"":5,""regime"":""lambda3""},{""case"":0,""regime"":""lambda4""},{""case"":1,""regime"":""lambda4""},{""case"":2,""regime"":""lambda4""},{""case"":3,""regime"":""lambda4""},{""case"":4,""regime"":""lambda4""},{""case"":5,""regime"":""lambda4""}]",0.4498962867739667,0.4394701726677471,0.5853561887520125,26,0.7222222222222222,[],"[""valid:lambda3:273000003:analytic"",""valid:lambda3:273000003:neural"",""valid:lambda3:273000005:neural"",""valid:lambda3:273000005:analytic"",""valid:lambda4:274000002:neural"",""valid:lambda4:274000002:analytic"",""valid:lambda4:274000003:analytic"",""valid:lambda4:274000003:neural"",""valid:lambda4:274000006:period4_hold"",""valid:lambda4:274000006:neural""]"
hold,,postcorrection,all,overall,,,1,12,0.45164457163587457,0.11581423987764386,0.45164457163587457,0.23565888552944164,36,4570,12,"[{""case"":0,""regime"":""lambda3""},{""case"":1,""regime"":""lambda3""},{""case"":2,""regime"":""lambda3""},{""case"":3,""regime"":""lambda3""},{""case"":4,""regime"":""lambda3""},{""case"":5,""regime"":""lambda3""},{""case"":0,""regime"":""lambda4""},{""case"":1,""regime"":""lambda4""},{""case"":2,""regime"":""lambda4""},{""case"":3,""regime"":""lambda4""},{""case"":4,""regime"":""lambda4""},{""case"":5,""regime"":""lambda4""}]",0.6253540222650571,0.16035817829212226,0.3262969184253807,26,0.7222222222222222,[],"[""valid:lambda3:273000003:analytic"",""valid:lambda3:273000003:neural"",""valid:lambda3:273000005:neural"",""valid:lambda3:273000005:analytic"",""valid:lambda4:274000002:neural"",""valid:lambda4:274000002:analytic"",""valid:lambda4:274000003:analytic"",""valid:lambda4:274000003:neural"",""valid:lambda4:274000006:period4_hold"",""valid:lambda4:274000006:neural""]"
hold,,postcorrection,all,overall,,,2,12,0.29645030179085907,0.36671481133153294,0.29645030179085907,0.42086841036000894,36,4566,12,"[{""case"":0,""regime"":""lambda3""},{""case"":1,""regime"":""lambda3""},{""case"":2,""regime"":""lambda3""},{""case"":3,""regime"":""lambda3""},{""case"":4,""regime"":""lambda3""},{""case"":5,""regime"":""lambda3""},{""case"":0,""regime"":""lambda4""},{""case"":1,""regime"":""lambda4""},{""case"":2,""regime"":""lambda4""},{""case"":3,""regime"":""lambda4""},{""case"":4,""regime"":""lambda4""},{""case"":5,""regime"":""lambda4""}]",0.41046964863349716,0.5077589695359687,0.5827408758830893,26,0.7222222222222222,[],"[""valid:lambda3:273000003:analytic"",""valid:lambda3:273000003:neural"",""valid:lambda3:273000005:neural"",""valid:lambda3:273000005:analytic"",""valid:lambda4:274000002:neural"",""valid:lambda4:274000002:analytic"",""valid:lambda4:274000003:analytic"",""valid:lambda4:274000003:neural"",""valid:lambda4:274000006:period4_hold"",""valid:lambda4:274000006:neural""]"
hold,,postcorrection,all,overall,,,3,12,0.18302826917378,0.4343460910570718,0.18302826917378,0.5836039507332261,36,4560,11,"[{""case"":0,""regime"":""lambda3""},{""case"":1,""regime"":""lambda3""},{""case"":2,""regime"":""lambda3""},{""case"":3,""regime"":""lambda3""},{""case"":4,""regime"":""lambda3""},{""case"":5,""regime"":""lambda3""},{""case"":0,""regime"":""lambda4""},{""case"":1,""regime"":""lambda4""},{""case"":2,""regime"":""lambda4""},{""case"":3,""regime"":""lambda4""},{""case"":4,""regime"":""lambda4""}]",0.2864790300111339,0.6798460555675906,0.9134670533215714,23,0.6388888888888888,"[{""case"":5,""regime"":""lambda4""}]","[""valid:lambda3:273000002:neural"",""valid:lambda3:273000002:analytic"",""valid:lambda3:273000003:analytic"",""valid:lambda3:273000003:neural"",""valid:lambda3:273000005:neural"",""valid:lambda3:273000005:analytic"",""valid:lambda4:274000002:neural"",""valid:lambda4:274000002:analytic"",""valid:lambda4:274000003:analytic"",""valid:lambda4:274000003:neural"",""valid:lambda4:274000006:period4_hold"",""valid:lambda4:274000006:analytic"",""valid:lambda4:274000006:neural""]"
hold,,postcorrection,all,regime,lambda3,,all,6,0.333335930090494,0.33605865449941436,0.333335930090494,0.43270360497314037,18,6862,6,"[{""case"":0,""regime"":""lambda3""},{""case"":1,""regime"":""lambda3""},{""case"":2,""regime"":""lambda3""},{""case"":3,""regime"":""lambda3""},{""case"":4,""regime"":""lambda3""},{""case"":5,""regime"":""lambda3""}]",0.42857476725920657,0.4320754129278184,0.5563332063940376,14,0.7777777777777778,[],"[""valid:lambda3:273000003:analytic"",""valid:lambda3:273000003:neural"",""valid:lambda3:273000005:neural"",""valid:lambda3:273000005:analytic""]"
hold,,postcorrection,all,regime,lambda3,,1,6,0.4672690055042997,0.11103993003194018,0.4672690055042997,0.21468168896635784,18,2289,6,"[{""case"":0,""regime"":""lambda3""},{""case"":1,""regime"":""lambda3""},{""case"":2,""regime"":""lambda3""},{""case"":3,""regime"":""lambda3""},{""case"":4,""regime"":""lambda3""},{""case"":5,""regime"":""lambda3""}]",0.6007744356483853,0.14276562432678022,0.27601931438531724,14,0.7777777777777778,[],"[""valid:lambda3:273000003:analytic"",""valid:lambda3:273000003:neural"",""valid:lambda3:273000005:neural"",""valid:lambda3:273000005:analytic""]"
hold,,postcorrection,all,regime,lambda3,,2,6,0.26654732722844177,0.3895924192262974,0.26654732722844177,0.4551622650491473,18,2288,6,"[{""case"":0,""regime"":""lambda3""},{""case"":1,""regime"":""lambda3""},{""case"":2,""regime"":""lambda3""},{""case"":3,""regime"":""lambda3""},{""case"":4,""regime"":""lambda3""},{""case"":5,""regime"":""lambda3""}]",0.342703706436568,0.5009045390052395,0.5852086264917608,14,0.7777777777777778,[],"[""valid:lambda3:273000003:analytic"",""valid:lambda3:273000003:neural"",""valid:lambda3:273000005:neural"",""valid:lambda3:273000005:analytic""]"
hold,,postcorrection,all,regime,lambda3,,3,6,0.21227143456245623,0.46370963908158136,0.21227143456245623,0.602547093690768,18,2285,6,"[{""case"":0,""regime"":""lambda3""},{""case"":1,""regime"":""lambda3""},{""case"":2,""regime"":""lambda3""},{""case"":3,""regime"":""lambda3""},{""case"":4,""regime"":""lambda3""},{""case"":5,""regime"":""lambda3""}]",0.31840715184368434,0.695564458622372,0.9038206405361519,12,0.6666666666666666,[],"[""valid:lambda3:273000002:neural"",""valid:lambda3:273000002:analytic"",""valid:lambda3:273000003:analytic"",""valid:lambda3:273000003:neural"",""valid:lambda3:273000005:neural"",""valid:lambda3:273000005:analytic""]"
