architecture,seed,episode_id,regime,case,arm,rows,initial_rows,post_rows,baseline_full_agreement,candidate_full_agreement,baseline_primary_agreement,candidate_primary_agreement,initial_agreement_contribution,post_agreement_contribution,reweight_agreement,baseline_full_gap,candidate_full_gap,baseline_primary_gap,candidate_primary_gap,initial_gap_contribution,post_gap_contribution,reweight_gap
innovation,275000001,valid:lambda3:273000006:neural,lambda3,5,neural,18,3,15,0.6111111111111112,0.6111111111111112,0.5333333333333333,0.5333333333333333,0.0,0.0,0.0,0.20556582344902885,0.2081573804219564,0.24667898813883463,0.24978885650634766,0.0,0.0025915569729275173,-0.0005183113945855184
innovation,275000001,valid:lambda4:274000001:analytic,lambda4,0,analytic,25,3,22,0.56,0.6,0.5909090909090909,0.5454545454545454,0.08,-0.04,0.005454545454545524,0.11911172866821289,0.12765840530395509,0.12880682945251465,0.14506636966358533,-0.00576171875,0.014308395385742188,-0.0019511448253284897
innovation,275000001,valid:lambda4:274000001:neural,lambda4,0,neural,18,3,15,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.26666666666666666,-0.16666666666666666,-0.05555555555555555,0.0111111111111111,0.12446218066745335,0.15724674860636392,0.149354616800944,0.17808767954508464,0.008840348985460069,0.02394421895345052,-0.004788843790690122
innovation,275000001,valid:lambda4:274000001:period4_hold,lambda4,0,period4_hold,1641,3,1638,0.4363193174893358,0.4015843997562462,0.4352869352869353,0.40231990231990233,-0.0018281535648994515,-0.03290676416819013,6.026879884283437e-05,0.018235433254207074,0.02194749241119329,0.018268831483610384,0.02189054259159335,9.696909307634446e-05,0.0036150900639098714,-6.621044073094624e-06
innovation,275000001,valid:lambda4:274000002:neural,lambda4,1,neural,1,1,0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.059101104736328125,0.0,0.0,0.059101104736328125,0.0,0.0
innovation,275000001,valid:lambda4:274000002:period4_hold,lambda4,1,period4_hold,1641,3,1638,0.5947592931139549,0.4113345521023766,0.594017094017094,0.41086691086691085,-0.0006093845216331506,-0.18281535648994515,0.00033482666023801344,0.010615216748588046,0.019038890208651713,0.010634658537504874,0.019037678710415833,3.6015298437738043e-05,0.008387658161625929,-1.536201128502987e-05
innovation,275000001,valid:lambda4:274000002:analytic,lambda4,1,analytic,1,1,0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.059101104736328125,0.0,0.0,0.059101104736328125,0.0,0.0
innovation,275000001,valid:lambda4:274000003:period4_hold,lambda4,2,period4_hold,1641,3,1638,0.6087751371115173,0.8007312614259597,0.6092796092796092,0.8015873015873016,0.0,0.19195612431444242,-0.00035156799324997934,0.05930369732802703,0.040914637515052366,0.059262493300059484,0.04097523444738144,-0.00013523287776038095,-0.01825382693521429,3.3431917463758176e-05
innovation,275000001,valid:lambda4:274000003:analytic,lambda4,2,analytic,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innovation,275000001,valid:lambda4:274000003:neural,lambda4,2,neural,3,3,0,0.6666666666666666,0.3333333333333333,0.0,0.0,-0.3333333333333333,0.0,0.0,6.357828776041666e-07,0.32258860270182294,0.0,0.0,0.3225879669189453,0.0,0.0
innovation,275000001,valid:lambda4:274000004:analytic,lambda4,3,analytic,20,3,17,0.65,0.75,0.7058823529411765,0.7058823529411765,0.1,0.0,0.0,0.10087778568267822,0.10043694972991943,0.09690702662748449,0.11816111732931699,-0.018506813049316406,0.018065977096557616,-0.0031881136052748817
innovation,275000001,valid:lambda4:274000004:neural,lambda4,3,neural,15,3,12,0.3333333333333333,0.5333333333333333,0.25,0.5833333333333334,-0.06666666666666667,0.26666666666666666,-0.06666666666666671,0.4187339782714844,0.08638525009155273,0.5085881551106771,0.08907496929168701,0.003261820475260417,-0.3356105486551921,0.08390263716379803
innovation,275000001,valid:lambda4:274000004:period4_hold,lambda4,3,period4_hold,47,3,44,0.5957446808510638,0.6808510638297872,0.5909090909090909,0.7045454545454546,-0.02127659574468085,0.10638297872340426,-0.00725338491295939,0.18455772196992914,0.09105159881267141,0.19309684363278476,0.0921033187346025,0.0010410065346575798,-0.09454712969191531,0.0064463952062669555
innovation,275000001,valid:lambda4:274000005:neural,lambda4,4,neural,82,3,79,0.8902439024390244,0.8536585365853658,0.8860759493670886,0.8481012658227848,0.0,-0.036585365853658534,0.0013893176906452434,0.05039046450359065,0.07475763413964248,0.05230402644676498,0.07759653163861625,0.0,0.02436716963605183,-0.0009253355557994405
innovation,275000001,valid:lambda4:274000005:period4_hold,lambda4,4,period4_hold,1641,3,1638,0.1639244363193175,0.14625228519195613,0.1623931623931624,0.1446886446886447,0.0,-0.017672151127361365,3.2366577156332094e-05,0.1333414955447172,0.13659284385074427,0.13358571073802253,0.13684301389442696,0.0,0.0032513483060270746,-5.95485037735953e-06
innovation,275000001,valid:lambda4:274000005:analytic,lambda4,4,analytic,94,3,91,0.7872340425531915,0.7446808510638298,0.7802197802197802,0.7362637362637363,0.0,-0.0425531914893617,0.0014028524666822098,0.10004881595043426,0.12639052309888474,0.10334712856418483,0.13055724364060622,0.0,0.026341707148450487,-0.0008684079279709031
innovation,275000001,valid:lambda4:274000006:period4_hold,lambda4,5,period4_hold,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innovation,275000001,valid:lambda4:274000006:analytic,lambda4,5,analytic,5,3,2,0.6,1.0,0.5,1.0,0.2,0.2,-0.3,0.3695688247680664,0.0,0.6009922027587891,0.0,-0.1291719436645508,-0.24039688110351562,0.3605953216552734
innovation,275000001,valid:lambda4:274000006:neural,lambda4,5,neural,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000001:analytic,lambda3,0,analytic,9,3,6,0.7777777777777778,0.5555555555555556,0.6666666666666666,0.5,-0.1111111111111111,-0.1111111111111111,0.055555555555555525,0.11738501654730903,0.22002198961046007,0.17607752482096353,0.2120375633239746,0.07866361406114367,0.02397335900200738,-0.011986679501003697
innovation,275000002,valid:lambda3:273000001:neural,lambda3,0,neural,9,3,6,0.7777777777777778,0.5555555555555556,0.6666666666666666,0.5,-0.1111111111111111,-0.1111111111111111,0.055555555555555525,0.11738501654730903,0.22002198961046007,0.17607752482096353,0.2120375633239746,0.07866361406114367,0.02397335900200738,-0.011986679501003697
innovation,275000002,valid:lambda3:273000001:period4_hold,lambda3,0,period4_hold,1641,3,1638,0.635588056063376,0.45033516148689823,0.6355311355311355,0.44993894993894995,0.0,-0.18525289457647776,0.00033929101570778775,0.017517699619969677,0.021830811579005155,0.0175497827366886,0.02169723126477811,0.00017324560375783153,0.0041398663552776474,-7.582172811863679e-06
innovation,275000002,valid:lambda3:273000002:neural,lambda3,1,neural,5,3,2,1.0,0.6,1.0,1.0,-0.4,0.0,0.0,0.0,0.038322830200195314,0.0,0.0,0.038322830200195314,0.0,0.0
innovation,275000002,valid:lambda3:273000002:period4_hold,lambda3,1,period4_hold,12,3,9,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.0,0.0,0.0,0.07019261519114177,0.07019261519114177,0.09359015358818902,0.09359015358818902,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000002:analytic,lambda3,1,analytic,5,3,2,1.0,0.6,1.0,1.0,-0.4,0.0,0.0,0.0,0.038322830200195314,0.0,0.0,0.038322830200195314,0.0,0.0
innovation,275000002,valid:lambda3:273000003:period4_hold,lambda3,2,period4_hold,1641,3,1638,0.5435709932967703,0.7635588056063376,0.5427350427350427,0.7637362637362637,-0.0006093845216331506,0.2205971968312005,-0.0004040241700205005,0.014780729446085687,0.0042107231656201794,0.014807800379137126,0.004176581735576028,4.1776862833138137e-05,-0.010611783143298645,1.943550026245293e-05
innovation,275000002,valid:lambda3:273000003:analytic,lambda3,2,analytic,3,3,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000003:neural,lambda3,2,neural,3,3,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000004:analytic,lambda3,3,analytic,102,3,99,0.7843137254901961,0.803921568627451,0.7878787878787878,0.797979797979798,0.00980392156862745,0.00980392156862745,-0.0002970885323827152,0.06199096230899587,0.05436582191317689,0.062265203456686,0.05601327106206104,-0.0015570883657418046,-0.006068052030077167,0.0001838803645477921
innovation,275000002,valid:lambda3:273000004:neural,lambda3,3,neural,105,3,102,0.8,0.780952380952381,0.803921568627451,0.7745098039215687,0.009523809523809525,-0.02857142857142857,0.0008403361344537889,0.0516508420308431,0.05953227906000046,0.05161289607777315,0.061283228444118126,-0.0015126001267206101,0.009394037155877976,-0.0002762952104670025
innovation,275000002,valid:lambda3:273000004:period4_hold,lambda3,3,period4_hold,61,3,58,0.7377049180327869,0.6229508196721312,0.7586206896551724,0.6379310344827587,0.0,-0.11475409836065574,0.005935556811757961,0.06385424879730725,0.09276976350878106,0.0622170875812399,0.09262819947867558,3.126801037397541e-08,0.028915483443463435,-0.001495628453972244
innovation,275000002,valid:lambda3:273000005:neural,lambda3,4,neural,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000005:period4_hold,lambda3,4,period4_hold,1641,3,1638,0.6392443631931749,0.4887263863497867,0.6398046398046398,0.4877899877899878,0.001218769043266301,-0.15173674588665448,0.0002779061279974959,0.01694199386564135,0.020561060333019493,0.016918065201522958,0.020598717952677037,-5.4857485327758417e-05,0.0036739239527058994,-6.7287984481800844e-06
innovation,275000002,valid:lambda3:273000005:analytic,lambda3,4,analytic,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda3:273000006:period4_hold,lambda3,5,period4_hold,1641,3,1638,0.6825106642291285,0.931139549055454,0.6825396825396826,0.931013431013431,0.0006093845216331506,0.24801950030469225,-0.00045424816905623167,0.05673968857341536,0.010592189596456265,0.056744153974111554,0.010611589211101788,-9.927162667878294e-05,-0.046048227350280316,8.433741272945161e-05
innovation,275000002,valid:lambda3:273000006:analytic,lambda3,5,analytic,14,3,11,0.6428571428571429,0.5714285714285714,0.5454545454545454,0.5454545454545454,-0.07142857142857142,0.0,0.0,0.27593793187822613,0.18565569605146134,0.3511937314813787,0.15417328747836026,0.06451954160417829,-0.1548017774309431,0.042218666572075375
innovation,275000002,valid:lambda3:273000006:neural,lambda3,5,neural,18,3,15,0.6111111111111112,0.5555555555555556,0.5333333333333333,0.5333333333333333,-0.05555555555555555,0.0,0.0,0.1866735882229275,0.24086199866400826,0.22400830586751302,0.2288161595662435,0.05018186569213867,0.004006544748942058,-0.0008013089497884056
innovation,275000002,valid:lambda4:274000001:analytic,lambda4,0,analytic,25,3,22,0.6,0.64,0.5909090909090909,0.6363636363636364,0.0,0.04,-0.005454545454545413,0.1503470039367676,0.1375971794128418,0.16862472620877353,0.15413628924976697,0.0,-0.012749824523925781,0.001738612435080781
innovation,275000002,valid:lambda4:274000001:neural,lambda4,0,neural,18,3,15,0.3333333333333333,0.4444444444444444,0.26666666666666666,0.3333333333333333,0.05555555555555555,0.05555555555555555,-0.0111111111111111,0.17718744277954102,0.10747342639499241,0.2093631108601888,0.1289681116739909,-0.0027181837293836805,-0.06699583265516493,0.013399166531032985
innovation,275000002,valid:lambda4:274000001:period4_hold,lambda4,0,period4_hold,1641,3,1638,0.45460085313833026,0.5551492992078001,0.4542124542124542,0.5543345543345544,0.0006093845216331506,0.09993906154783669,-0.0001830385742634666,0.01910189925570956,0.014498159843272802,0.019107014268309207,0.014524713249579163,-2.981554364954677e-05,-0.0045739238687872085,8.377149942835442e-06
innovation,275000002,valid:lambda4:274000002:neural,lambda4,1,neural,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000002:period4_hold,lambda4,1,period4_hold,1641,3,1638,0.5313833028641073,0.5161486898232784,0.5311355311355311,0.5152625152625152,0.0006093845216331506,-0.015843997562461912,2.9018310554015242e-05,0.014389734454157874,0.012695335746174683,0.014416088696946737,0.012718587276845333,-5.811543670970445e-10,-0.001694398126828823,3.1032932725808763e-06
innovation,275000002,valid:lambda4:274000002:analytic,lambda4,1,analytic,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000003:period4_hold,lambda4,2,period4_hold,1641,3,1638,0.5868372943327239,0.720901889092017,0.5873015873015873,0.721001221001221,0.0006093845216331506,0.13345521023765997,-0.0002444234619737029,0.08529233097085714,0.0440871650165788,0.08543420573002836,0.04415357360327491,-1.162308734194089e-09,-0.04120516479196961,7.546733478383527e-05
innovation,275000002,valid:lambda4:274000003:analytic,lambda4,2,analytic,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5367431640625e-07,9.5367431640625e-07,0.0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000003:neural,lambda4,2,neural,3,3,0,0.6666666666666666,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,6.357828776041666e-07,0.0,0.0,0.0,-6.357828776041666e-07,0.0,0.0
innovation,275000002,valid:lambda4:274000004:analytic,lambda4,3,analytic,20,3,17,0.65,0.7,0.7058823529411765,0.7058823529411765,0.05,0.0,0.0,0.1298527240753174,0.10934855937957763,0.13099518944235408,0.12576706269208124,-0.016060256958007814,-0.004443907737731933,0.0007842190125409102
innovation,275000002,valid:lambda4:274000004:neural,lambda4,3,neural,15,3,12,0.4666666666666667,0.7333333333333333,0.5,0.6666666666666666,0.13333333333333333,0.13333333333333333,-0.0333333333333333,0.31929950714111327,0.06942586898803711,0.3802177906036377,0.08678233623504639,-0.015125274658203125,-0.23474836349487305,0.05868709087371826
innovation,275000002,valid:lambda4:274000004:period4_hold,lambda4,3,period4_hold,47,3,44,0.6170212765957447,0.723404255319149,0.6363636363636364,0.7045454545454546,0.0425531914893617,0.06382978723404255,-0.004352030947775684,0.13640455489462994,0.10560218324052527,0.1405485218221491,0.1128023320978338,-0.004827215316447806,-0.025975156337656874,0.0017710333866584327
innovation,275000002,valid:lambda4:274000005:neural,lambda4,4,neural,82,3,79,0.8902439024390244,0.9146341463414634,0.8987341772151899,0.9113924050632911,0.012195121951219513,0.012195121951219513,-0.00046310589688170964,0.02115743916209151,0.019643539335669542,0.020026231113868424,0.020389496525631674,-0.0018638750401938835,0.00034997521377191313,-1.329019799133687e-05
innovation,275000002,valid:lambda4:274000005:period4_hold,lambda4,4,period4_hold,1641,3,1638,0.15783059110298597,0.5393053016453382,0.1562881562881563,0.5384615384615384,0.0,0.3814747105423522,-0.0006986716310299346,0.13300804064667565,0.06246774135603547,0.13325164511672452,0.06258215113873883,0.0,-0.0705402992906402,0.0001291946873454991
innovation,275000002,valid:lambda4:274000005:analytic,lambda4,4,analytic,94,3,91,0.7446808510638298,0.8085106382978723,0.7472527472527473,0.8021978021978022,0.010638297872340425,0.05319148936170213,-0.0017535655833528438,0.10888539476597563,0.08386644911258778,0.11079548741434957,0.08663127710531046,-0.0016259335457010473,-0.023393012107686795,0.0007711982013523105
innovation,275000002,valid:lambda4:274000006:period4_hold,lambda4,5,period4_hold,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000006:analytic,lambda4,5,analytic,5,3,2,0.6,0.6,1.0,1.0,0.0,0.0,0.0,0.12917213439941405,0.14963436126708984,0.0,0.0,0.020462226867675782,0.0,0.0
innovation,275000002,valid:lambda4:274000006:neural,lambda4,5,neural,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000001:analytic,lambda3,0,analytic,9,3,6,0.7777777777777778,0.6666666666666666,0.8333333333333334,0.8333333333333334,-0.1111111111111111,0.0,0.0,0.16691006554497612,0.17502498626708984,0.1246045430501302,0.1246045430501302,0.008114920722113715,0.0,0.0
innovation,275000003,valid:lambda3:273000001:neural,lambda3,0,neural,9,3,6,0.7777777777777778,0.6666666666666666,0.8333333333333334,0.8333333333333334,-0.1111111111111111,0.0,0.0,0.16691006554497612,0.17502498626708984,0.1246045430501302,0.1246045430501302,0.008114920722113715,0.0,0.0
innovation,275000003,valid:lambda3:273000001:period4_hold,lambda3,0,period4_hold,1641,3,1638,0.6575258988421694,0.65569774527727,0.6568986568986569,0.6556776556776557,-0.0006093845216331506,-0.001218769043266301,2.232177734915559e-06,0.02295209902368763,0.020998527261267923,0.022994135835086325,0.020992398625910645,4.450596374102586e-05,-0.001998077726160732,3.6594830149483913e-06
innovation,275000003,valid:lambda3:273000002:neural,lambda3,1,neural,5,3,2,0.8,0.8,1.0,1.0,0.0,0.0,0.0,0.04223575592041016,0.05509605407714844,0.0,0.0,0.012860298156738281,0.0,0.0
innovation,275000003,valid:lambda3:273000002:period4_hold,lambda3,1,period4_hold,12,3,9,0.5833333333333334,0.5833333333333334,0.5555555555555556,0.4444444444444444,0.08333333333333333,-0.08333333333333333,0.027777777777777832,0.13955732186635336,0.17699058850606283,0.16261212031046549,0.2359874513414171,-0.01759823163350423,0.05503149827321371,-0.01834383275773791
innovation,275000003,valid:lambda3:273000002:analytic,lambda3,1,analytic,5,3,2,0.8,0.8,1.0,1.0,0.0,0.0,0.0,0.04223575592041016,0.05509605407714844,0.0,0.0,0.012860298156738281,0.0,0.0
innovation,275000003,valid:lambda3:273000003:period4_hold,lambda3,2,period4_hold,1641,3,1638,0.4040219378427788,0.6429006703229738,0.40354090354090355,0.6422466422466423,0.0006093845216331506,0.23826934795856186,-0.00043639074717688464,0.020653073486941825,0.00893377778299112,0.020649046251625367,0.008950140013362898,-4.1776862833138137e-05,-0.011677518841117566,2.1387397144903217e-05
innovation,275000003,valid:lambda3:273000003:analytic,lambda3,2,analytic,3,3,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000003:neural,lambda3,2,neural,3,3,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000004:analytic,lambda3,3,analytic,102,3,99,0.7156862745098039,0.7647058823529411,0.7272727272727273,0.7575757575757576,0.0196078431372549,0.029411764705882353,-0.0008912655971479236,0.09590877271166035,0.07538388757144704,0.09420632834386344,0.07766824780088483,-0.004473218730851716,-0.016051666409361596,0.0004864141336170212
innovation,275000003,valid:lambda3:273000004:neural,lambda3,3,neural,105,3,102,0.780952380952381,0.8476190476190476,0.7941176470588235,0.8431372549019608,0.01904761904761905,0.047619047619047616,-0.0014005602240896864,0.05669105620611282,0.026920286814371745,0.05388522148132324,0.027712059955970914,-0.00434541248139881,-0.025425356910342263,0.0007478046150100649
innovation,275000003,valid:lambda3:273000004:period4_hold,lambda3,3,period4_hold,61,3,58,0.6557377049180327,0.6557377049180327,0.6551724137931034,0.6551724137931034,0.0,0.0,0.0,0.09605543730688877,0.1511360230993052,0.09974129446621599,0.1576709089608028,-3.126801037397541e-08,0.05508061706042681,-0.0028489974341599986
innovation,275000003,valid:lambda3:273000005:neural,lambda3,4,neural,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000005:period4_hold,lambda3,4,period4_hold,1641,3,1638,0.5307739183424741,0.5118829981718465,0.5299145299145299,0.510989010989011,0.0,-0.018890920170627667,3.459875489130251e-05,0.018557879054495505,0.02052637544221663,0.0185918678439726,0.020563969536433146,0.0,0.001968496387721125,-3.6053047394193037e-06
innovation,275000003,valid:lambda3:273000005:analytic,lambda3,4,analytic,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000006:period4_hold,lambda3,5,period4_hold,1641,3,1638,0.45460085313833026,0.7336989640463132,0.4536019536019536,0.7332112332112332,0.0,0.2790981109079829,-0.0005111687012966382,0.09053057050792129,0.04116361828419873,0.09069637741361346,0.04123900952647748,0.0,-0.04936695222372256,9.041566341341789e-05
innovation,275000003,valid:lambda3:273000006:analytic,lambda3,5,analytic,14,3,11,0.6428571428571429,0.7142857142857143,0.5454545454545454,0.6363636363636364,0.0,0.07142857142857142,-0.019480519480519515,0.3392328534807478,0.1134211676461356,0.4317509044300426,0.14435421336780896,0.0,-0.22581168583461217,0.061585005227621475
innovation,275000003,valid:lambda3:273000006:neural,lambda3,5,neural,18,3,15,0.6111111111111112,0.5,0.5333333333333333,0.4,0.0,-0.1111111111111111,0.0222222222222222,0.20556582344902885,0.21508344014485678,0.24667898813883463,0.2581001281738281,0.0,0.009517616695827909,-0.0019035233391655679
innovation,275000003,valid:lambda4:274000001:analytic,lambda4,0,analytic,25,3,22,0.64,0.64,0.5909090909090909,0.6363636363636364,-0.04,0.04,-0.005454545454545413,0.14821310043334962,0.10696882247924805,0.16842397776517,0.11933133818886497,0.001957244873046875,-0.04320152282714844,0.0058911167491566
innovation,275000003,valid:lambda4:274000001:neural,lambda4,0,neural,18,3,15,0.3888888888888889,0.4444444444444444,0.26666666666666666,0.3333333333333333,0.0,0.05555555555555555,-0.0111111111111111,0.23069916831122506,0.1415699323018392,0.27683900197347006,0.16988391876220704,0.0,-0.08912923600938585,0.01782584720187716
innovation,275000003,valid:lambda4:274000001:period4_hold,lambda4,0,period4_hold,1641,3,1638,0.3802559414990859,0.40219378427787933,0.3791208791208791,0.4010989010989011,0.0,0.021937842778793418,-4.0179199228593254e-05,0.023013924622521175,0.0529861070992088,0.02305607466761737,0.05308315125140515,0.0,0.02997218247668762,-5.489410710015838e-05
innovation,275000003,valid:lambda4:274000002:neural,lambda4,1,neural,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059101104736328125,0.059101104736328125,0.0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000002:period4_hold,lambda4,1,period4_hold,1641,3,1638,0.3973187081048141,0.48628884826325414,0.3968253968253968,0.48595848595848595,0.0,0.08897014015843997,-0.0001629489746491769,0.019251393080484132,0.01509331552667054,0.019250570781647214,0.015084877701178284,0.0,-0.004158077553813593,7.615526655337275e-06
